age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
53,State-gov,77516,12th,13,Separated,Sales,Husband,Amer-Indian-Eskimo,Female,1111,1485,70,Cambodia,<=50K
78,Self-emp-inc,173449,Assoc-voc,9,Widowed,Prof-specialty,Own-child,Other,Male,3411,2206,50,Philippines,<=50K
80,Private,173449,12th,9,Divorced,,Not-in-family,Other,Male,7688,0,60,England,<=50K
28,Self-emp-inc,89686,9th,7,Never-married,Armed-Forces,Other-relative,Asian-Pac-Islander,Male,4386,1762,16,Cambodia,<=50K
30,State-gov,215646,Bachelors,5,Divorced,Priv-house-serv,Husband,Asian-Pac-Islander,Female,4101,1816,43,Cambodia,>50K
75,Self-emp-inc,77516,1st-4th,11,Married-AF-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,594,1741,60,Honduras,<=50K.
37,Never-worked,77516,HS-grad,5,Married-civ-spouse,Armed-Forces,Other-relative,Asian-Pac-Islander,Female,2597,2206,70,Italy,>50K.
75,Private,215646,11th,7,Married-AF-spouse,Transport-moving,Own-child,White,Male,1055,1762,56,Cuba,<=50K
59,Self-emp-not-inc,350977,9th,12,Married-AF-spouse,Other-service,Wife,White,Female,9386,1977,36,Germany,<=50K.
83,,215646,12th,1,Widowed,?,Other-relative,White,Female,2407,1485,56,Jamaica,>50K.
66,Self-emp-not-inc,77516,HS-grad,16,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,7688,1719,25,Cuba,>50K
60,Self-emp-not-inc,173449,Some-college,8,Married-spouse-absent,Tech-support,Other-relative,Black,Male,4101,1408,38,United-States,<=50K
43,Federal-gov,215646,11th,8,Never-married,Handlers-cleaners,Husband,Other,Female,2050,1887,35,Cambodia,>50K.
23,Local-gov,173449,Assoc-voc,14,Married-AF-spouse,Transport-moving,Unmarried,Amer-Indian-Eskimo,Male,4064,2042,48,Iran,<=50K
28,Without-pay,89686,HS-grad,6,Widowed,Sales,Wife,Amer-Indian-Eskimo,Female,4650,1887,40,Ecuador,<=50K
43,Never-worked,83311,5th-6th,8,Divorced,Protective-serv,Wife,White,Female,6849,1980,43,Cuba,<=50K.
46,Self-emp-inc,77516,Assoc-acdm,12,Divorced,Handlers-cleaners,Wife,Other,Female,1409,1741,56,Cambodia,<=50K
76,Without-pay,350977,Preschool,3,Never-married,Machine-op-inspct,Not-in-family,White,Male,1409,1980,40,Canada,>50K.
37,Without-pay,89686,Prof-school,4,Separated,Exec-managerial,Other-relative,Other,Male,3411,1408,46,United-States,>50K
90,Never-worked,173449,12th,5,Separated,Armed-Forces,Other-relative,Black,Female,2050,0,20,South,<=50K
50,State-gov,77516,Preschool,8,Widowed,Priv-house-serv,Wife,Black,Male,2050,1340,30,England,<=50K
19,Self-emp-not-inc,77516,Bachelors,16,Widowed,Other-service,Unmarried,Other,Male,1111,1719,25,Cambodia,>50K
25,Self-emp-inc,215646,10th,3,Married-civ-spouse,,Own-child,Black,Male,5013,1408,48,Italy,>50K.
70,Private,77516,11th,15,Widowed,Sales,Wife,Asian-Pac-Islander,Female,1111,2179,30,Ecuador,<=50K
80,Never-worked,83311,Assoc-voc,1,Married-AF-spouse,Protective-serv,Other-relative,Other,Male,2597,2042,46,United-States,<=50K
43,State-gov,215646,Preschool,2,Married-civ-spouse,Transport-moving,Unmarried,White,Male,34095,1485,43,Thailand,>50K.
65,Without-pay,83311,Doctorate,12,Married-civ-spouse,Transport-moving,Not-in-family,Black,Female,9386,1719,52,Germany,>50K
29,Without-pay,350977,Assoc-acdm,1,Married-AF-spouse,Sales,Wife,White,Male,7298,1902,13,Mexico,<=50K.
26,Federal-gov,350977,Assoc-acdm,4,Never-married,,Wife,Black,Female,14344,2179,38,Puerto-Rico,<=50K.
56,Self-emp-not-inc,215646,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,6849,1902,25,Thailand,>50K.
65,Private,83311,5th-6th,5,Divorced,Tech-support,Not-in-family,Black,Male,14344,1816,46,?,<=50K.
61,State-gov,350977,10th,7,Married-civ-spouse,Tech-support,Wife,Other,Male,2174,2042,58,Poland,>50K.
90,Self-emp-inc,89686,Assoc-voc,11,Divorced,Transport-moving,Not-in-family,Other,Male,4064,1887,48,Mexico,>50K.
77,,77516,10th,7,Married-spouse-absent,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,2407,1762,56,Columbia,>50K.
82,Federal-gov,83311,12th,8,Married-AF-spouse,Transport-moving,Own-child,Asian-Pac-Islander,Male,3411,2206,30,Italy,>50K
20,State-gov,83311,10th,15,Married-AF-spouse,Priv-house-serv,Other-relative,White,Female,15024,1573,55,Columbia,<=50K
30,Federal-gov,173449,Doctorate,2,Widowed,Priv-house-serv,Unmarried,Asian-Pac-Islander,Male,6849,0,56,?,>50K
89,Local-gov,350977,5th-6th,1,Married-civ-spouse,,Unmarried,Other,Female,3411,1876,28,Italy,<=50K.
25,Federal-gov,83311,Doctorate,2,Married-AF-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Female,3674,1719,60,Puerto-Rico,>50K.
27,?,83311,Assoc-acdm,16,Married-AF-spouse,Prof-specialty,Other-relative,Other,Male,4386,1340,25,United-States,>50K
29,Local-gov,89686,Some-college,14,Separated,Adm-clerical,Own-child,White,Female,3674,1816,52,England,>50K.
65,Self-emp-not-inc,173449,9th,16,Separated,Adm-clerical,Own-child,White,Female,1055,1485,22,Germany,<=50K
21,,77516,5th-6th,16,Separated,Adm-clerical,Wife,Black,Female,25236,1564,44,Germany,<=50K
35,Self-emp-not-inc,89686,Bachelors,1,Separated,Prof-specialty,Own-child,White,Female,14344,1573,48,Thailand,>50K.
60,State-gov,215646,1st-4th,11,Married-spouse-absent,Protective-serv,Wife,White,Female,5013,1485,56,Mexico,>50K.
43,Never-worked,215646,9th,16,Married-civ-spouse,?,Unmarried,White,Male,20051,1902,16,?,<=50K.
78,State-gov,89686,Bachelors,1,Separated,Priv-house-serv,Wife,Amer-Indian-Eskimo,Male,9386,1408,35,Cambodia,>50K.
36,Without-pay,83311,10th,14,Married-civ-spouse,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Male,4064,1980,22,Italy,>50K
74,Private,89686,Bachelors,2,Divorced,Machine-op-inspct,Not-in-family,Other,Female,7298,1741,28,Cuba,<=50K
65,Without-pay,215646,Masters,11,Divorced,Sales,Husband,White,Male,15024,1977,58,Germany,<=50K.
17,Federal-gov,77516,7th-8th,7,Married-AF-spouse,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,15024,1564,32,Italy,>50K.
79,State-gov,350977,Bachelors,3,Separated,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Female,4064,1980,48,Jamaica,<=50K
40,State-gov,77516,Doctorate,2,Married-civ-spouse,Tech-support,Own-child,Other,Male,4386,1485,38,England,<=50K
55,Local-gov,215646,1st-4th,8,Married-spouse-absent,Prof-specialty,Own-child,Asian-Pac-Islander,Male,4650,1573,13,Thailand,>50K.
69,Self-emp-inc,77516,Assoc-voc,15,Never-married,Armed-Forces,Husband,Other,Female,2174,1564,40,Thailand,>50K
58,Self-emp-not-inc,350977,10th,5,Widowed,Armed-Forces,Own-child,Black,Male,5013,1340,16,Germany,>50K
17,Local-gov,173449,Doctorate,7,Never-married,Craft-repair,Unmarried,Asian-Pac-Islander,Female,0,1408,38,?,<=50K.
73,Never-worked,89686,Prof-school,14,Married-AF-spouse,Farming-fishing,Wife,Black,Female,3411,2179,25,Cuba,<=50K
62,Self-emp-not-inc,350977,12th,1,Married-AF-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,1111,1816,38,Mexico,>50K
88,Private,77516,5th-6th,9,Divorced,Exec-managerial,Unmarried,Black,Male,4064,2206,28,India,>50K
35,Never-worked,89686,Assoc-acdm,1,Married-AF-spouse,Transport-moving,Wife,Other,Female,6849,1485,40,Mexico,<=50K
19,Never-worked,77516,Preschool,5,Married-spouse-absent,Exec-managerial,Wife,Asian-Pac-Islander,Female,1409,1876,45,Poland,>50K.
37,Self-emp-not-inc,173449,Masters,10,Divorced,Exec-managerial,Unmarried,Black,Female,2597,1340,45,Germany,<=50K.
79,,350977,10th,10,Married-civ-spouse,Farming-fishing,Own-child,Black,Female,2050,1980,58,Cuba,>50K.
47,State-gov,350977,Preschool,6,Never-married,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Female,2176,1887,58,South,<=50K
66,Federal-gov,83311,11th,10,Never-married,Protective-serv,Wife,White,Male,0,2179,15,Thailand,<=50K.
46,Self-emp-not-inc,173449,11th,16,Never-married,Tech-support,Wife,Black,Female,3411,1762,56,Thailand,>50K.
61,Self-emp-not-inc,77516,12th,5,Married-spouse-absent,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Female,8614,2042,28,India,>50K
40,Never-worked,350977,Doctorate,1,Widowed,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,4650,1876,46,Germany,<=50K.
42,,215646,HS-grad,9,Separated,Armed-Forces,Unmarried,Black,Female,4650,1564,22,Jamaica,>50K
61,Without-pay,77516,11th,8,Widowed,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,4064,1485,24,United-States,<=50K.
42,Without-pay,89686,Doctorate,16,Widowed,Adm-clerical,Wife,Black,Female,6849,1564,46,?,<=50K
82,Without-pay,215646,Masters,12,Married-civ-spouse,Adm-clerical,Not-in-family,Other,Female,0,1980,58,?,<=50K
68,Self-emp-inc,89686,11th,15,Widowed,Protective-serv,Other-relative,Black,Female,9386,1719,46,Ecuador,>50K.
23,Self-emp-inc,215646,Preschool,4,Widowed,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Male,14084,1485,52,Thailand,>50K
90,Without-pay,215646,11th,1,Never-married,Exec-managerial,Husband,White,Female,20051,1408,52,Ecuador,<=50K
49,Without-pay,350977,Masters,11,Married-AF-spouse,Transport-moving,Wife,Black,Female,7298,1573,30,Germany,<=50K
54,Local-gov,89686,Bachelors,15,Married-spouse-absent,Tech-support,Own-child,Other,Female,5013,2206,36,Puerto-Rico,>50K
73,Without-pay,350977,Doctorate,4,Widowed,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,1111,2206,35,Philippines,>50K
71,,350977,Masters,15,Never-married,Protective-serv,Unmarried,Black,Male,2597,1887,60,Italy,>50K.
26,Never-worked,83311,Assoc-voc,10,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,6849,1340,60,Honduras,>50K
23,Private,215646,1st-4th,7,Married-spouse-absent,Sales,Not-in-family,Other,Female,594,1564,25,Ecuador,>50K
69,Self-emp-inc,350977,Assoc-acdm,4,Divorced,?,Wife,Amer-Indian-Eskimo,Female,1409,1902,16,Philippines,<=50K
50,Self-emp-not-inc,173449,Some-college,10,Widowed,Sales,Husband,Black,Male,7298,0,40,Columbia,<=50K
69,State-gov,173449,1st-4th,2,Married-spouse-absent,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,4650,1887,45,Canada,>50K
27,Without-pay,215646,Assoc-voc,16,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,4386,1977,44,Cambodia,>50K.
69,Never-worked,77516,Preschool,8,Widowed,Sales,Own-child,Black,Male,15024,0,44,United-States,<=50K.
41,Private,77516,Assoc-voc,1,Married-AF-spouse,Other-service,Other-relative,Black,Female,7688,1485,28,Canada,<=50K
74,Never-worked,77516,9th,4,Separated,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,4650,2179,60,Columbia,<=50K
48,Federal-gov,350977,Bachelors,7,Married-civ-spouse,Prof-specialty,Wife,White,Male,6849,1887,42,Puerto-Rico,>50K.
29,Self-emp-not-inc,173449,7th-8th,5,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,2407,1564,43,Jamaica,<=50K.
50,?,89686,7th-8th,10,Separated,Craft-repair,Wife,Amer-Indian-Eskimo,Female,15024,1719,44,Canada,>50K
25,Without-pay,89686,HS-grad,1,Married-AF-spouse,Transport-moving,Other-relative,Black,Male,14084,1719,50,Honduras,<=50K
32,Federal-gov,89686,7th-8th,8,Divorced,Craft-repair,Not-in-family,Black,Male,14084,1887,28,Thailand,<=50K.
86,Never-worked,89686,Prof-school,14,Married-AF-spouse,Armed-Forces,Own-child,Other,Male,4386,1980,38,Ecuador,>50K
27,Federal-gov,215646,HS-grad,15,Married-civ-spouse,Farming-fishing,Own-child,Amer-Indian-Eskimo,Male,5178,1762,16,India,<=50K.
29,Self-emp-not-inc,83311,Assoc-acdm,13,Widowed,Exec-managerial,Wife,Black,Female,4064,0,43,Philippines,>50K
85,Local-gov,215646,Preschool,2,Married-spouse-absent,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,3674,1887,22,Puerto-Rico,>50K.
44,Self-emp-not-inc,83311,7th-8th,7,Separated,Exec-managerial,Own-child,White,Female,14344,2179,46,Iran,<=50K.
59,Without-pay,215646,Assoc-voc,2,Widowed,Priv-house-serv,Wife,Amer-Indian-Eskimo,Male,7298,1762,24,Poland,>50K
38,Without-pay,83311,HS-grad,3,Divorced,Exec-managerial,Not-in-family,White,Female,2176,1887,32,Puerto-Rico,<=50K.
24,Local-gov,215646,9th,15,Married-AF-spouse,Protective-serv,Own-child,Asian-Pac-Islander,Male,5013,1762,28,Puerto-Rico,>50K
81,Never-worked,350977,Doctorate,2,Married-spouse-absent,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,4386,2206,41,Philippines,>50K.
45,?,173449,Some-college,10,Never-married,Adm-clerical,Husband,Asian-Pac-Islander,Male,2176,1876,24,Puerto-Rico,<=50K
77,?,89686,HS-grad,14,Never-married,Farming-fishing,Other-relative,Asian-Pac-Islander,Male,5013,1902,13,?,>50K
59,Self-emp-inc,215646,10th,16,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,2050,1719,45,England,>50K
56,State-gov,215646,HS-grad,8,Married-AF-spouse,Tech-support,Unmarried,Black,Female,4064,1762,56,England,<=50K
31,Federal-gov,350977,Doctorate,2,Married-civ-spouse,Adm-clerical,Husband,White,Male,8614,1485,58,Jamaica,<=50K
89,Private,173449,Doctorate,1,Separated,Protective-serv,Wife,Amer-Indian-Eskimo,Male,15024,1408,13,Columbia,>50K
36,State-gov,173449,7th-8th,7,Never-married,Sales,Not-in-family,Black,Male,4650,1408,48,Thailand,>50K.
30,Local-gov,215646,12th,12,Married-civ-spouse,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Male,3411,2042,25,Italy,<=50K
48,,173449,Some-college,15,Never-married,Adm-clerical,Not-in-family,Other,Male,15024,1719,13,Jamaica,<=50K.
81,Self-emp-not-inc,173449,Masters,8,Never-married,Craft-repair,Other-relative,Other,Male,8614,0,20,India,>50K
56,State-gov,83311,Assoc-voc,9,Married-spouse-absent,Tech-support,Own-child,Amer-Indian-Eskimo,Female,4650,1902,20,Honduras,>50K
67,Never-worked,350977,7th-8th,6,Married-AF-spouse,Tech-support,Husband,Black,Male,15024,1762,70,Jamaica,<=50K
71,,77516,11th,11,Married-AF-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Female,3464,1485,22,Columbia,>50K.
35,Never-worked,83311,Doctorate,4,Never-married,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,4386,1816,35,Jamaica,>50K.
42,State-gov,215646,11th,12,Divorced,Other-service,Own-child,Asian-Pac-Islander,Female,3674,1408,13,United-States,<=50K.
61,?,173449,9th,13,Never-married,Sales,Husband,White,Female,594,1340,48,Thailand,>50K.
44,Federal-gov,83311,Assoc-acdm,6,Separated,Prof-specialty,Not-in-family,White,Male,594,1980,46,India,>50K.
75,?,83311,1st-4th,6,Married-civ-spouse,Sales,Unmarried,White,Female,9386,1485,28,Thailand,<=50K
41,Federal-gov,77516,Assoc-acdm,4,Widowed,Tech-support,Other-relative,Other,Male,7298,1887,35,Canada,>50K
69,Without-pay,173449,Masters,5,Divorced,Sales,Own-child,Asian-Pac-Islander,Male,14084,1887,16,Thailand,>50K.
55,Local-gov,215646,11th,14,Married-civ-spouse,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,3411,1980,60,?,>50K.
77,Local-gov,77516,Assoc-acdm,12,Divorced,?,Not-in-family,Other,Female,5013,1340,28,Mexico,>50K
69,Never-worked,89686,Some-college,8,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,7688,1485,80,Columbia,>50K
75,?,77516,Prof-school,13,Separated,Transport-moving,Not-in-family,Black,Male,14084,1408,43,Iran,<=50K
51,Never-worked,77516,Preschool,9,Married-spouse-absent,Farming-fishing,Not-in-family,Black,Male,5013,1887,41,Iran,>50K.
35,,215646,HS-grad,3,Married-civ-spouse,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Male,2407,1876,40,United-States,<=50K.
30,Self-emp-not-inc,173449,Assoc-acdm,15,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Female,5013,1980,40,Thailand,>50K.
56,Local-gov,173449,1st-4th,13,Divorced,Other-service,Unmarried,Other,Male,2050,1977,25,Poland,>50K
31,Self-emp-not-inc,89686,Masters,9,Separated,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,4650,2179,15,Ecuador,>50K.
87,Federal-gov,215646,Assoc-acdm,16,Divorced,Prof-specialty,Wife,White,Male,5013,1408,45,Poland,>50K
34,?,77516,9th,7,Married-spouse-absent,?,Own-child,Asian-Pac-Islander,Male,34095,1980,32,United-States,>50K
81,Without-pay,83311,7th-8th,13,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,15024,1977,58,Germany,>50K
78,State-gov,173449,7th-8th,12,Widowed,Tech-support,Not-in-family,Asian-Pac-Islander,Male,15024,1887,16,Poland,<=50K
56,Local-gov,89686,Preschool,7,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Female,3464,1980,28,Canada,>50K.
46,,83311,Assoc-acdm,13,Divorced,,Other-relative,Asian-Pac-Islander,Male,20051,1564,16,Germany,>50K.
68,?,173449,Assoc-acdm,1,Separated,Exec-managerial,Unmarried,Black,Male,2597,1485,32,Cuba,>50K
89,State-gov,89686,Assoc-voc,4,Married-spouse-absent,Adm-clerical,Unmarried,Other,Male,0,1762,41,England,<=50K
67,Federal-gov,77516,12th,7,Married-spouse-absent,Sales,Other-relative,Asian-Pac-Islander,Male,7298,1719,36,South,<=50K
27,Self-emp-not-inc,173449,11th,10,Separated,Transport-moving,Own-child,Black,Male,4650,1977,32,Germany,<=50K.
25,Local-gov,215646,12th,8,Married-AF-spouse,Protective-serv,Not-in-family,Black,Male,1111,1977,20,South,>50K
50,Private,77516,10th,12,Married-civ-spouse,?,Husband,Other,Female,3674,1977,32,Columbia,>50K.
63,State-gov,89686,Masters,10,Separated,Tech-support,Husband,Other,Male,34095,2042,30,Germany,<=50K
55,Local-gov,83311,9th,1,Widowed,Craft-repair,Own-child,Other,Female,2050,1887,38,Germany,>50K
50,Local-gov,350977,Doctorate,5,Divorced,Craft-repair,Other-relative,Asian-Pac-Islander,Male,1409,2042,70,Cambodia,<=50K
87,Self-emp-inc,83311,11th,6,Married-civ-spouse,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,20051,2179,48,Poland,>50K.
79,Self-emp-inc,89686,5th-6th,2,Married-AF-spouse,Transport-moving,Husband,Black,Female,3464,1408,38,?,<=50K
84,,83311,12th,2,Married-AF-spouse,Exec-managerial,Other-relative,Black,Male,7298,1816,43,India,>50K
41,Self-emp-not-inc,89686,Preschool,13,Married-AF-spouse,Transport-moving,Not-in-family,White,Male,14084,1408,80,England,>50K
52,Never-worked,173449,Bachelors,2,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,2174,1340,48,Mexico,<=50K.
76,,350977,HS-grad,10,Widowed,Handlers-cleaners,Husband,White,Male,2174,1719,58,Jamaica,>50K
35,,350977,HS-grad,9,Separated,Transport-moving,Own-child,Asian-Pac-Islander,Male,15024,2179,36,United-States,<=50K
84,Self-emp-not-inc,89686,Masters,13,Divorced,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Male,25236,1573,46,India,>50K.
26,,77516,HS-grad,5,Married-AF-spouse,Sales,Unmarried,Other,Male,2050,1573,60,Germany,>50K.
60,,215646,Preschool,5,Never-married,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Female,2174,1816,60,?,>50K
18,Never-worked,89686,Bachelors,4,Separated,?,Own-child,Amer-Indian-Eskimo,Female,9386,2042,40,India,<=50K.
75,Local-gov,83311,Assoc-acdm,7,Never-married,Protective-serv,Own-child,Asian-Pac-Islander,Female,4386,1902,16,United-States,>50K.
63,Local-gov,89686,Doctorate,15,Married-spouse-absent,?,Husband,White,Female,1055,1340,35,?,<=50K.
64,Federal-gov,77516,11th,11,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Female,6849,1485,60,Iran,<=50K.
64,State-gov,173449,Preschool,11,Widowed,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,1409,1762,13,United-States,<=50K.
24,Self-emp-not-inc,350977,Masters,2,Separated,Armed-Forces,Unmarried,Asian-Pac-Islander,Female,5178,1816,60,Germany,<=50K.
74,Self-emp-inc,215646,7th-8th,2,Widowed,Other-service,Husband,Amer-Indian-Eskimo,Male,34095,0,52,Cambodia,>50K.
80,Self-emp-inc,215646,5th-6th,5,Separated,Farming-fishing,Husband,White,Male,8614,1887,50,South,>50K
32,Self-emp-inc,89686,Masters,6,Separated,Priv-house-serv,Wife,Black,Male,4064,1980,56,Iran,<=50K
60,Local-gov,77516,Prof-school,10,Divorced,Sales,Wife,Asian-Pac-Islander,Female,3464,1902,32,?,<=50K
57,Self-emp-not-inc,83311,HS-grad,1,Widowed,Adm-clerical,Other-relative,Other,Female,4101,1816,58,Germany,<=50K
43,?,83311,Assoc-voc,15,Married-AF-spouse,Handlers-cleaners,Wife,Black,Male,1409,1876,46,Mexico,<=50K
90,Self-emp-inc,83311,1st-4th,16,Married-spouse-absent,Other-service,Wife,White,Female,14344,2042,41,Mexico,<=50K
80,Local-gov,173449,9th,3,Married-spouse-absent,Other-service,Husband,Black,Male,1409,1887,70,?,<=50K
49,State-gov,89686,HS-grad,12,Never-married,Sales,Unmarried,Black,Female,4386,1762,24,Canada,>50K
64,Never-worked,77516,Doctorate,15,Never-married,Armed-Forces,Other-relative,Other,Female,20051,1573,40,England,<=50K
82,?,77516,5th-6th,1,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Male,9386,2042,55,United-States,<=50K.
61,Private,350977,5th-6th,9,Never-married,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,20051,1485,24,?,>50K
41,Federal-gov,77516,11th,3,Divorced,Handlers-cleaners,Own-child,White,Male,4101,1977,46,Columbia,>50K
80,Never-worked,77516,12th,1,Married-AF-spouse,?,Unmarried,White,Female,8614,1977,20,Germany,<=50K.
62,Local-gov,215646,Masters,8,Divorced,Machine-op-inspct,Own-child,White,Female,4650,1573,55,Columbia,>50K.
32,?,173449,Bachelors,12,Married-spouse-absent,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,5013,1980,40,?,>50K.
89,Never-worked,173449,Masters,2,Married-spouse-absent,Other-service,Own-child,Amer-Indian-Eskimo,Female,7298,1485,45,India,<=50K
18,Local-gov,350977,Some-college,8,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,14344,2206,25,Mexico,>50K.
54,State-gov,89686,Doctorate,15,Married-civ-spouse,Armed-Forces,Not-in-family,Asian-Pac-Islander,Female,14344,1573,35,United-States,<=50K.
80,Private,83311,Prof-school,5,Never-married,Craft-repair,Unmarried,Other,Female,7298,1902,36,Columbia,>50K
53,Self-emp-not-inc,173449,9th,11,Divorced,?,Not-in-family,White,Female,14084,1485,43,Ecuador,>50K
20,State-gov,83311,Assoc-voc,16,Never-married,Transport-moving,Not-in-family,Black,Female,4650,1816,52,South,>50K.
75,State-gov,215646,7th-8th,2,Married-civ-spouse,Other-service,Wife,Other,Female,15024,1887,36,Honduras,>50K
